GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP0001;18;4.39;CONSTITUTIVE;
GP0002;0;0.0;CONSTITUTIVE;
GP0003;61;14.88;CONSTITUTIVE;
GP0004;0;0.0;CONSTITUTIVE;
GP0005;0;0.0;CONSTITUTIVE;
GP0006;1;0.24;CONSTITUTIVE;
GP0007;0;0.0;CONSTITUTIVE;
NA;1;0.24;CONSTITUTIVE;
