GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP0001;17;4.15;CONSTITUTIVE;
GP0002;0;0.0;CONSTITUTIVE;
GP0003;60;14.63;CONSTITUTIVE;
GP0004;0;0.0;CONSTITUTIVE;
GP0005;0;0.0;CONSTITUTIVE;
GP0006;1;0.24;CONSTITUTIVE;
GP0007;0;0.0;CONSTITUTIVE;
NA;0;0.0;CONSTITUTIVE;
