PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
UK02;PARTY;1;GP0001;CONSTITUTIVE;
UK04;PARTY;1;GP0003;CONSTITUTIVE;
UK06;PARTY;1;NA;CONSTITUTIVE;
