PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
UK06;PARTY;1;GP1005;CONSTITUTIVE;
UK02;PARTY;1;GP1001;CONSTITUTIVE;
UK08;PARTY;1;NA;CONSTITUTIVE;
