GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1001;27;3.69;CONSTITUTIVE;
GP1002;19;2.6;CONSTITUTIVE;
GP1003;12;1.64;CONSTITUTIVE;
GP1004;5;0.68;CONSTITUTIVE;
GP1005;0;0.0;CONSTITUTIVE;
GP1006;0;0.0;CONSTITUTIVE;
GP1007;11;1.5;CONSTITUTIVE;
NA;1;0.14;CONSTITUTIVE;
