PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
UK06;PARTY;;FINAL;
UK02;PARTY;;FINAL;
UK08;PARTY;;FINAL;
UK90;PARTY;;FINAL;
