GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1001;1;0.14;CONSTITUTIVE;
GP1002;0;0.0;CONSTITUTIVE;
GP1003;0;0.0;CONSTITUTIVE;
GP1004;0;0.0;CONSTITUTIVE;
GP1005;1;0.14;CONSTITUTIVE;
GP1006;0;0.0;CONSTITUTIVE;
GP1007;0;0.0;CONSTITUTIVE;
NA;1;0.14;CONSTITUTIVE;
