PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
UK04;PARTY;;FINAL;
UK02;PARTY;;FINAL;
UK10;PARTY;;FINAL;
UK90;PARTY;;FINAL;
