PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
UK04;PARTY;1;GP0802;CONSTITUTIVE;
UK02;PARTY;1;GP0801;CONSTITUTIVE;
UK10;PARTY;1;NA;CONSTITUTIVE;
