PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
UK03;PARTY;;FINAL;
UK05;PARTY;;FINAL;
UK01;PARTY;;FINAL;
UK09;PARTY;;FINAL;
UK07;PARTY;;FINAL;
UK08;PARTY;;FINAL;
UK06;PARTY;;FINAL;
UK90;PARTY;;FINAL;
