PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
UK02;PARTY;;FINAL;
UK04;PARTY;;FINAL;
UK07;PARTY;;FINAL;
UK90;PARTY;;FINAL;
