PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
UK01;PARTY;62;GP0601;CONSTITUTIVE;
UK02;PARTY;1;GP0601;CONSTITUTIVE;
UK03;PARTY;18;GP0602;CONSTITUTIVE;
UK04;PARTY;1;GP0602;CONSTITUTIVE;
UK05;PARTY;2;GP0603;CONSTITUTIVE;
UK06;PARTY;2;GP0608;CONSTITUTIVE;
UK07;PARTY;1;NA;CONSTITUTIVE;
