PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
UK07;PARTY;9.09;OFFICIAL;
UK08;PARTY;14.1;OFFICIAL;
UK09;PARTY;3.3;OFFICIAL;
UK10;PARTY;3.6;OFFICIAL;
UK11;PARTY;1.0;OFFICIAL;
UK12;PARTY;20.3;OFFICIAL;
UK13;PARTY;12.09;OFFICIAL;
UK14;PARTY;3.4;OFFICIAL;
UK15;PARTY;31.6;OFFICIAL;
UK91;PARTY;1.52;OFFICIAL;
