GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
ALDE;1;0.13;CONSTITUTIVE;
GUENGL;1;0.13;CONSTITUTIVE;
NA;1;0.13;CONSTITUTIVE;
