PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
UK01;PARTY;1;GUENGL;CONSTITUTIVE;
UK02;PARTY;1;NA;CONSTITUTIVE;
UK06;PARTY;1;ALDE;CONSTITUTIVE;
