GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
SD;10;1.33;CONSTITUTIVE;
ECR;4;0.53;CONSTITUTIVE;
ALDE;16;2.13;CONSTITUTIVE;
GREENSEFA;11;1.46;CONSTITUTIVE;
NA;29;3.86;CONSTITUTIVE;
