PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
UK01;PARTY;22.2;OFFICIAL;
UK02;PARTY;21.8;OFFICIAL;
UK03;PARTY;9.3;OFFICIAL;
UK04;PARTY;13.7;OFFICIAL;
UK05;PARTY;10.8;OFFICIAL;
UK06;PARTY;18.5;OFFICIAL;
UK90;PARTY;3.7;OFFICIAL;
