GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP0401;45;8.69;CONSTITUTIVE;
GP0402;0;0.0;CONSTITUTIVE;
GP0403;0;0.0;CONSTITUTIVE;
GP0404;32;6.18;CONSTITUTIVE;
GP0405;0;0.0;CONSTITUTIVE;
GP0406;0;0.0;CONSTITUTIVE;
GP0407;0;0.0;CONSTITUTIVE;
GP0408;0;0.0;CONSTITUTIVE;
GP0409;0;0.0;CONSTITUTIVE;
GP0410;1;0.19;CONSTITUTIVE;
NA;0;0.0;CONSTITUTIVE;
