PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
UK02;PARTY;1;GP0401;CONSTITUTIVE;
UK03;PARTY;1;GP0402;CONSTITUTIVE;
UK06;PARTY;1;NA;CONSTITUTIVE;
