GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP0401;1;0.19;CONSTITUTIVE;
GP0402;1;0.19;CONSTITUTIVE;
GP0403;0;0.0;CONSTITUTIVE;
GP0404;0;0.0;CONSTITUTIVE;
GP0405;0;0.0;CONSTITUTIVE;
GP0406;0;0.0;CONSTITUTIVE;
GP0407;0;0.0;CONSTITUTIVE;
GP0408;0;0.0;CONSTITUTIVE;
GP0409;0;0.0;CONSTITUTIVE;
GP0410;0;0.0;CONSTITUTIVE;
NA;1;0.19;CONSTITUTIVE;
