GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1401;0;0.0;CONSTITUTIVE;
GP1402;0;0.0;CONSTITUTIVE;
GP1403;1;0.13;CONSTITUTIVE;
GP1404;0;0.0;CONSTITUTIVE;
GP1405;1;0.13;CONSTITUTIVE;
GP1406;0;0.0;CONSTITUTIVE;
GP1407;0;0.0;CONSTITUTIVE;
NA;1;0.13;CONSTITUTIVE;
