PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
UK05;PARTY;25.52;FINAL;
UK02;PARTY;13.33;FINAL;
UK10;PARTY;20.95;FINAL;
UK90;PARTY;40.2;FINAL;
