GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1401;0;0.0;CONSTITUTIVE;
GP1402;20;2.66;CONSTITUTIVE;
GP1403;19;2.53;CONSTITUTIVE;
GP1404;1;0.13;CONSTITUTIVE;
GP1405;0;0.0;CONSTITUTIVE;
GP1406;6;0.8;CONSTITUTIVE;
GP1407;24;3.2;CONSTITUTIVE;
NA;0;0.0;CONSTITUTIVE;
