PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
UK01;PARTY;24.74;FINAL;
UK02;PARTY;0.35;FINAL;
UK03;PARTY;23.31;FINAL;
UK04;PARTY;6.69;FINAL;
UK05;PARTY;0.66;FINAL;
UK06;PARTY;0.69;FINAL;
UK07;PARTY;2.4;FINAL;
UK08;PARTY;7.67;FINAL;
UK09;PARTY;26.77;FINAL;
UK10;PARTY;0.54;FINAL;
UK90;PARTY;0.71;FINAL;
UK91;PARTY;5.47;FINAL;
