PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
UK01;PARTY;25.4;FINAL;
UK03;PARTY;23.93;FINAL;
UK04;PARTY;6.87;FINAL;
UK06;PARTY;0.71;FINAL;
UK07;PARTY;2.46;FINAL;
UK08;PARTY;7.87;FINAL;
UK09;PARTY;27.49;FINAL;
UK91;PARTY;5.27;FINAL;
