PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
UK05;PARTY;1;GP1405;CONSTITUTIVE;
UK02;PARTY;1;GP1403;CONSTITUTIVE;
UK10;PARTY;1;NA;CONSTITUTIVE;
