PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
UK01;PARTY;13;GP1202;CONSTITUTIVE;
UK02;PARTY;11;GP1203;CONSTITUTIVE;
UK03;PARTY;2;GP1204;CONSTITUTIVE;
UK04;PARTY;2;GP1204;CONSTITUTIVE;
UK05;PARTY;1;GP1204;CONSTITUTIVE;
UK06;PARTY;24;GP1205;CONSTITUTIVE;
UK06;PARTY;1;NA;CONSTITUTIVE;
UK07;PARTY;1;GP1205;CONSTITUTIVE;
UK08;PARTY;1;GP1206;CONSTITUTIVE;
UK09;PARTY;13;GP1207;CONSTITUTIVE;
UK10;PARTY;2;NA;CONSTITUTIVE;
UK11;PARTY;1;NA;CONSTITUTIVE;
