PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
UK08;PARTY;1;GP1206;CONSTITUTIVE;
UK07;PARTY;1;GP1205;CONSTITUTIVE;
UK12;PARTY;1;NA;CONSTITUTIVE;
