GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP1201;0;0.0;CONSTITUTIVE;
GP1202;13;1.77;CONSTITUTIVE;
GP1203;11;1.49;CONSTITUTIVE;
GP1204;5;0.68;CONSTITUTIVE;
GP1205;24;3.26;CONSTITUTIVE;
GP1206;0;0.0;CONSTITUTIVE;
GP1207;13;1.77;CONSTITUTIVE;
NA;3;0.41;CONSTITUTIVE;
